index date open high low close closeAdj volume closeUSD
HSI 2021-01-05 27281.33984 27690.21094 27150.38086 27649.85938 27649.85938 3282490100.0 3594.4817194
HSI 2021-01-06 27613.33984 27756.42969 27389.7793 27692.30078 27692.30078 3079382600.0 3599.9991014
HSI 2021-01-07 27715.93945 27752.35938 27457.4707 27548.51953 27548.51953 3775142800.0 3581.3075389000000
HSI 2021-01-08 27630.0293 27920.76953 27538.19922 27878.2207 27878.2207 5667284000.0 3624.1686910000000
HSI 2021-01-11 28003.98047 28176.65039 27794.81055 27908.2207 27908.2207 4366094600.0 3628.0686910000000
HSI 2021-01-12 27894.28906 28276.75 27781.41992 28276.75 28276.75 3399606200.0 3675.9775
HSI 2021-01-13 28309.32031 28414.53906 28136.64063 28235.59961 28235.59961 3559366600.0 3670.6279493
HSI 2021-01-14 28408.11914 28510.91992 28280.08984 28496.85938 28496.85938 3205592600.0 3704.5917194000000
HSI 2021-01-15 28394.36914 28667.58984 28294.66016 28573.85938 28573.85938 4485371800.0 3714.6017194000000
HSI 2021-01-18 28454.58984 28864.25 28390.28906 28862.76953 28862.76953 2956444000.0 3752.1600389000000
HSI 2021-01-19 29100.16992 29848.42969 29100.16992 29642.2793 29642.2793 4568245300.0 3853.496309
HSI 2021-01-20 29794.41016 29993.4707 29676.53906 29962.4707 29962.4707 3937834200.0 3895.121191
HSI 2021-01-21 29951.7793 30135.5 29745.86914 29927.75977 29927.75977 3004888900.0 3890.6087701
HSI 2021-01-22 29809.23047 29862.89063 29413.51953 29447.84961 29447.84961 3381738600.0 3828.2204493000000
HSI 2021-01-25 29677.30078 30191.16016 29673.25977 30159.00977 30159.00977 3066515300.0 3920.6712701
HSI 2021-01-26 29892.84961 29965.10938 29345.74023 29391.25977 29391.25977 4810723600.0 3820.8637701000000
HSI 2021-01-27 29556.58008 29636.63086 29194.36914 29297.5293 29297.5293 3808971800.0 3808.678809
HSI 2021-01-28 28914.84961 29191.67969 28467.00977 28550.76953 28550.76953 2993470100.0 3711.6000389000000
HSI 2021-01-29 28826.17969 28972.06055 28259.73047 28283.71094 28283.71094 3196757600.0 3676.8824222000000
HSI 2021-02-01 28457.84961 28982.76953 28382.25977 28892.85938 28892.85938 2464276400.0 3756.0717194000000
HSI 2021-02-02 29378.11914 29511.0 29198.85938 29248.69922 29248.69922 2739194600.0 3802.3308986000000
HSI 2021-02-03 29305.41016 29312.0 28967.00977 29307.46094 29307.46094 2681355500.0 3809.9699222000000
HSI 2021-02-04 29093.53906 29409.0 28775.38086 29113.5 29113.5 3032246200.0 3784.755
HSI 2021-02-05 29305.08984 29495.64063 29184.08984 29288.67969 29288.67969 2675266500.0 3807.5283597000000
HSI 2021-02-08 29629.08008 29706.08008 29293.64063 29319.4707 29319.4707 2196734100.0 3811.5311910000000
HSI 2021-02-09 29442.5 29527.66992 29263.98047 29476.18945 29476.18945 1851043400.0 3831.9046285000000
HSI 2021-02-10 29796.18945 30075.5 29732.23047 30038.7207 30038.7207 1998284900.0 3905.0336910000000
HSI 2021-02-11 29995.2793 30184.16992 29828.61914 30173.57031 30173.57031 1192111200.0 3922.5641403
HSI 2021-02-16 30675.82031 30793.48047 30497.40039 30746.66016 30746.66016 3269676200.0 3997.0658208
HSI 2021-02-17 30636.36914 31168.30078 30503.46094 31084.93945 31084.93945 3144032900.0 4041.0421285
HSI 2021-02-18 31183.35938 31183.35938 30570.55078 30595.26953 30595.26953 3687581000.0 3977.3850389000000
HSI 2021-02-19 30483.46094 30720.15039 30099.71094 30644.73047 30644.73047 3317191700.0 3983.8149611
HSI 2021-02-22 31071.60938 31071.60938 30298.58008 30319.83008 30319.83008 4449910100.0 3941.5779104000000
HSI 2021-02-23 30189.9707 30948.4707 30126.40039 30632.64063 30632.64063 4605710300.0 3982.2432819000000
HSI 2021-02-24 30702.65039 30792.88086 29532.67969 29718.24023 29718.24023 4846335300.0 3863.3712299
HSI 2021-02-25 30174.2207 30453.11914 29833.05078 30074.16992 30074.16992 3663892300.0 3909.6420896
HSI 2021-02-26 29412.13086 29579.66992 28980.21094 28980.21094 28980.21094 4126393200.0 3767.4274222000000
HSI 2021-03-01 29457.89063 29550.75 29195.9707 29452.57031 29452.57031 2629062100.0 3828.8341403
HSI 2021-03-02 29708.39063 29765.96094 28957.31055 29095.85938 29095.85938 2895849600.0 3782.4617194
HSI 2021-03-03 29249.42969 29912.0 29183.58984 29880.41992 29880.41992 3228618000.0 3884.4545896
HSI 2021-03-04 29525.48047 29597.16016 29102.09961 29236.78906 29236.78906 2957909000.0 3800.7825778
HSI 2021-03-05 28667.14063 29397.26953 28513.13086 29098.28906 29098.28906 3996713300.0 3782.7775778
HSI 2021-03-08 29362.58984 29386.33008 28422.26953 28540.83008 28540.83008 4906906100.0 3710.3079104000000
HSI 2021-03-09 28665.25977 29047.13086 28326.13086 28773.23047 28773.23047 4377944400.0 3740.5199611
HSI 2021-03-10 29255.36914 29255.36914 28710.91016 28907.51953 28907.51953 2842785200.0 3757.9775389
HSI 2021-03-11 28909.98047 29412.41992 28893.21094 29385.60938 29385.60938 3604263600.0 3820.1292194000000
HSI 2021-03-12 29550.36914 29550.36914 28707.34961 28739.7207 28739.7207 3557237800.0 3736.163691
HSI 2021-03-15 28923.94922 29178.99023 28612.74023 28833.75977 28833.75977 3096719600.0 3748.3887701000000
HSI 2021-03-16 29036.82031 29118.61914 28872.40039 29027.68945 29027.68945 2351605600.0 3773.5996285000000
HSI 2021-03-17 28992.24023 29180.00977 28780.23047 29034.11914 29034.11914 1901329200.0 3774.4354882
HSI 2021-03-18 29317.60938 29596.58008 29317.60938 29405.7207 29405.7207 2113745200.0 3822.743691
HSI 2021-03-19 29158.48047 29271.40039 28737.53906 28990.93945 28990.93945 3814440800.0 3768.8221285000000
HSI 2021-03-22 28801.08984 29139.07031 28801.08984 28885.33984 28885.33984 2065830600.0 3755.0941792000000
HSI 2021-03-23 29008.01953 29043.17969 28376.2207 28497.38086 28497.38086 2049560300.0 3704.6595118000000
HSI 2021-03-24 28437.49023 28457.86914 27827.05078 27918.14063 27918.14063 2689142400.0 3629.3582819000000
HSI 2021-03-25 27628.08008 28032.00977 27505.08008 27899.60938 27899.60938 2595007600.0 3626.9492194000000
HSI 2021-03-26 28043.65039 28415.15039 28014.28906 28336.42969 28336.42969 2415384100.0 3683.7358597
HSI 2021-03-29 28317.32031 28484.66016 28132.35938 28338.30078 28338.30078 2847744100.0 3683.9791014
HSI 2021-03-30 28552.76953 28694.15039 28371.23047 28577.5 28577.5 2269839800.0 3715.0750000000000
HSI 2021-03-31 28802.5293 28802.5293 28332.7793 28378.34961 28378.34961 2703755400.0 3689.1854493
HSI 2021-04-01 28594.55078 28938.74023 28511.65039 28938.74023 28938.74023 2232972100.0 3762.0362299
HSI 2021-04-07 29101.40039 29101.40039 28598.85938 28674.80078 28674.80078 2223606300.0 3727.7241014
HSI 2021-04-08 28604.11914 29054.82031 28587.10938 29008.07031 29008.07031 2522329300.0 3771.0491403
HSI 2021-04-09 29152.43945 29152.43945 28604.55078 28698.80078 28698.80078 1897265800.0 3730.8441014000000
HSI 2021-04-12 28791.9707 28791.9707 28274.26953 28453.2793 28453.2793 1992325200.0 3698.926309
HSI 2021-04-13 28557.83984 28877.15039 28452.11914 28497.25 28497.25 2062117300.0 3704.6425
HSI 2021-04-14 28796.55078 28979.34961 28685.06055 28900.83008 28900.83008 1941501600.0 3757.1079104
HSI 2021-04-15 28872.82031 28884.57031 28530.99023 28793.14063 28793.14063 1901863000.0 3743.1082819000000
HSI 2021-04-16 28827.16992 29079.17969 28711.10938 28969.71094 28969.71094 2192409800.0 3766.0624222
HSI 2021-04-19 28960.13086 29319.75977 28806.75977 29106.15039 29106.15039 2020128300.0 3783.7995507
HSI 2021-04-20 28962.80078 29220.18945 28885.55078 29135.73047 29135.73047 2014210500.0 3787.6449611
HSI 2021-04-21 28702.26953 28778.35938 28506.75977 28621.91992 28621.91992 2202031500.0 3720.8495896
HSI 2021-04-22 28716.98047 28848.01953 28597.0 28755.33984 28755.33984 1934891300.0 3738.1941792000000
HSI 2021-04-23 28798.44922 29078.75 28748.57031 29078.75 29078.75 1901002000.0 3780.2375
HSI 2021-04-26 29106.44922 29238.99023 28908.65039 28952.83008 28952.83008 1786353600.0 3763.8679104000000
HSI 2021-04-27 28895.38086 29045.10938 28793.2207 28941.53906 28941.53906 1834872800.0 3762.4000778
HSI 2021-04-28 28991.93945 29071.33984 28887.33008 29071.33984 29071.33984 2074074300.0 3779.2741792
HSI 2021-04-29 29268.21094 29405.11914 29162.86914 29303.25977 29303.25977 1838135800.0 3809.4237701
HSI 2021-04-30 29143.42969 29154.75 28701.68945 28724.88086 28724.88086 2577584300.0 3734.2345118000000
HSI 2021-05-03 28659.91016 28684.83008 28256.0293 28357.53906 28357.53906 1725985500.0 3686.4800778
HSI 2021-05-04 28438.15039 28577.51953 28321.33984 28557.14063 28557.14063 1921124800.0 3712.4282819000000
HSI 2021-05-05 28427.66992 28677.35938 28325.96094 28417.98047 28417.98047 1720837700.0 3694.3374611
HSI 2021-05-06 28647.9707 28753.9707 28384.11914 28637.46094 28637.46094 2478819000.0 3722.8699222
HSI 2021-05-07 28721.13086 28884.0293 28530.71094 28610.65039 28610.65039 2205337100.0 3719.3845507
HSI 2021-05-10 28776.99023 28842.10938 28453.14063 28595.66016 28595.66016 2358822100.0 3717.4358208
HSI 2021-05-11 28286.56055 28286.56055 27910.71094 28013.81055 28013.81055 2383355200.0 3641.7953715
HSI 2021-05-12 28073.91992 28231.03906 27897.4707 28231.03906 28231.03906 2132315300.0 3670.0350778
HSI 2021-05-13 27920.00977 28060.92969 27718.66992 27718.66992 27718.66992 2167381500.0 3603.4270896000000
HSI 2021-05-14 27872.68945 28064.00977 27715.88086 28027.57031 28027.57031 1880805200.0 3643.5841403
HSI 2021-05-17 28130.50977 28268.39063 28074.14063 28194.08984 28194.08984 1857027900.0 3665.2316792
HSI 2021-05-18 28438.0293 28617.33984 28438.0293 28593.81055 28593.81055 2065990000.0 3717.1953715
HSI 2021-05-20 28413.49023 28508.24023 28293.23047 28450.28906 28450.28906 2465835400.0 3698.5375778000000
HSI 2021-05-21 28584.33984 28584.33984 28286.91992 28458.43945 28458.43945 1653241900.0 3699.5971285000000
HSI 2021-05-24 28417.99023 28444.35938 28195.51953 28412.25977 28412.25977 1719640600.0 3693.5937701000000
HSI 2021-05-25 28461.5 28929.24023 28461.5 28910.85938 28910.85938 2352077900.0 3758.4117194000000
HSI 2021-05-26 29056.2793 29261.85938 29027.94922 29166.00977 29166.00977 2518538400.0 3791.5812701
HSI 2021-05-27 28998.39063 29157.94922 28950.7207 29113.19922 29113.19922 3804955000.0 3784.7158986
HSI 2021-05-28 29219.46094 29336.13086 29033.7207 29124.41016 29124.41016 2591559500.0 3786.1733208
HSI 2021-05-31 29225.46094 29225.46094 28909.51953 29151.80078 29151.80078 2188580800.0 3789.7341014000000
